Date,KPN Close,AKZA Close,RAND Close,VPK Close,HEIA Close,Volume,%K 14day,%D 3,slow %D 3,RSI,ROC,momentum,OSCP,disparity 3,disparity 14,low 14,max 14,RS,ups,downs,ma 3,ma 14,output
02/04/2008,6.6752,58.083801,28.870001,19.795,37.66,23427606,33.33392452,14.77793086,8.096389465,32.6639205,94.66905117,0.05457,-0.022416467,101.5682891,99.29148695,6.48725,7.05109,0.485087946,0.12126,0,6.57213,6.722832143,6.66307
03/04/2008,6.66307,59.422501,28.08,19.705,38.369999,18365463,34.52324851,26.28568036,15.3430124,33.5056367,95.2339231,0.17582,-0.009615929,100.4876281,99.52134621,6.48725,6.99653,0.503886872,0,0.01213,6.630736667,6.695116429,6.76614
04/04/2008,6.76614,60.6712,28.190001,19.855,37.900002,15300896,64.78883055,44.21533453,28.42631525,40.59425343,98.58665276,0.2122,0.003415356,100.9650122,101.3098436,6.48725,6.91771,0.683338831,0.10307,0,6.70147,6.67866,6.86921
07/04/2008,6.86921,61.0425,28.34,20,38.700001,26526645,88.73298332,62.68168746,44.39423411,50.25410035,100.9805204,0.19401,0.013032671,101.5233205,102.8464406,6.48725,6.91771,1.010215931,0.10307,0,6.76614,6.679093571,6.79039
08/04/2008,6.79039,62.099998,26.799999,19.775,39.189999,14891847,70.42233889,74.64805092,60.5150243,49.5002474,98.15950654,0.12732,0.019518972,99.7328371,101.6795196,6.48725,6.91771,0.980207721,0,0.07882,6.80858,6.678227857,6.84495
09/04/2008,6.84495,63.157501,26.469999,19.754999,38.400002,26561612,93.64854959,84.26795727,73.86589855,46.84190423,103.3881972,0.07881,0.024249744,100.1477721,102.5763299,6.48725,6.86921,0.881181005,0.05456,0,6.83485,6.673030714,6.93287
10/04/2008,6.93287,62.325001,26.5,19.684999,38.25,20494825,100,88.02362949,82.31321256,66.55918541,104.7161675,0.06366,0.024007232,101.1201753,103.5477908,6.48725,6.93287,1.990357777,0.08792,0,6.85607,6.695333571,6.80858
11/04/2008,6.80858,62.369999,26.01,19.535,37.529999,18109807,72.10852296,88.58569085,86.95909254,58.80666111,103.4070699,0.01819,0.022861869,99.21958186,101.487927,6.48725,6.93287,1.42757695,0,0.12429,6.862133333,6.708758571,6.89952
14/04/2008,6.89952,62.887501,25.59,19.610001,37.950001,14445523,92.51604506,88.20818934,88.27250323,64.05384924,103.7375168,0.05457,0.022142226,100.2790082,102.4994087,6.48725,6.93287,1.781939036,0.09094,0,6.880323333,6.731277857,6.89649
15/04/2008,6.89649,63.360001,25.610001,19.615,38.27,16262326,91.83609353,85.48688718,87.42692246,61.60455203,103.3151067,-0.03638,0.017688955,100.411947,102.1881295,6.48725,6.93287,1.604475407,0,0.00303,6.868196667,6.748817143,7.00259
16/04/2008,7.00259,64.248703,26.559999,19.844999,37.91,30072312,100,94.7840462,89.49304091,64.36135213,105.7692395,0.19401,0.023724118,101.0056927,103.4019637,6.48725,7.00259,1.805942593,0.1061,0,6.932866667,6.772202143,6.92377
17/04/2008,6.92377,63.900002,27.389999,19.805,38,28503768,84.70524314,92.18044556,90.81712631,63.02058278,106.7288913,0.02425,0.021651183,99.75248345,101.9122428,6.48725,7.00259,1.70420703,0,0.07882,6.94095,6.793855,7.17235
18/04/2008,7.17235,63.7537,27.16,19.895,37.700001,29256550,100,94.90174771,93.95541316,76.77678069,109.4356982,0.27586,0.027782907,101.9827753,104.8161532,6.55394,7.17235,3.306035208,0.24858,0,7.032903333,6.842790714,7.23298
21/04/2008,7.23298,64.181297,26.42,20.15,37.669998,23888940,100,94.90174771,93.99464699,76.66624778,108.3560043,0.23039,0.031693096,101.7339691,104.9582335,6.66307,7.23298,3.285637349,0.06063,0,7.1097,6.891293571,7.19963
22/04/2008,7.19963,60.243801,26.040001,21.52,36.990002,28546323,94.14819884,98.04939961,95.95096501,72.1220609,108.0527445,0.27586,0.039386666,99.9719046,103.9094646,6.66307,7.23298,2.587065731,0,0.03335,7.201653333,6.928752857,7.3603
23/04/2008,7.3603,59.9175,26.379999,21.85,37.16,29278487,100,98.04939961,97.00018231,76.1359973,108.7813731,0.18795,0.040946633,101.3214848,105.4702585,6.76614,7.3603,3.190411863,0.16067,0,7.264303333,6.978555,7.4088
