KPN Close,KPN Trade Volume,10day MA,1 Week momentum,GTO Close,ATC Close,output
3.064,6085901,2.9826,0.114,54.84,2.1653,-1
3.059,6498903,2.9942,0.103,54.830002,2.14973,-1
3.048,5906363,3.0001,0.11,55.509998,2.13046,1
3.058,11215519,3.0109,0.087,55.490002,2.09488,-1
2.98,9418494,3.0133,0.007,54.599998,2.06374,1
2.992,8579044,3.0187,-0.03,56.529999,2.07338,-1
2.964,6481466,3.018,-0.056,56.700001,2.04595,1
2.972,7414348,3.0179,-0.092,58.470001,2.03335,1
2.981,6419195,3.0138,-0.078,59.119999,2.10155,-1
2.949,7130428,3.0067,-0.099,59.389999,2.09636,-1
2.94,6447397,2.9943,-0.118,58.209999,2.0504,-1
2.933,6502233,2.9817,-0.047,62,2.07709,-1
2.913,5111605,2.9682,-0.079,61.310001,2.07486,-1
2.907,9400531,2.9531,-0.057,62.630001,2.11267,1
2.927,12823991,2.9478,-0.045,62.450001,2.21274,-1
2.88,12805401,2.9366,-0.101,63.009998,2.24017,1
2.897,17643137,2.9299,-0.052,63.48,2.29058,1
2.907,15611796,2.9234,-0.033,63.360001,2.28984,1
2.91,9488689,2.9163,-0.023,63.119999,2.26834,1
2.925,8008528,2.9139,0.012,63.400002,2.30985,1
2.937,8539466,2.9136,0.03,63.98,2.32097,-1
2.859,10521231,2.9062,-0.068,63.669998,2.33505,-1
2.839,9360723,2.8988,-0.041,63.18,2.29502,-1
2.791,8593514,2.8872,-0.106,63.029999,2.27797,-1
2.773,11386131,2.8718,-0.134,63.09,2.22238,1
2.79,11145577,2.8628,-0.12,63.869999,2.22534,1
2.8,14957976,2.8531,-0.125,62.669998,2.22979,1
2.823,9445058,2.8447,-0.114,63.5,2.27279,1
2.861,9502971,2.8398,0.002,63.07,2.35655,1
2.919,13595547,2.8392,0.08,63.810001,2.44625,1
2.996,16204315,2.8451,0.205,63.099998,2.44995,1
3.005,10099621,2.8597,0.232,62.59,2.43142,-1
2.972,11409396,2.873,0.182,62.169998,2.43142,1
2.993,11566328,2.8932,0.193,59.080002,2.37212,-1
2.991,12203455,2.915,0.168,59.689999,2.40103,-1
2.984,9782061,2.9344,0.123,56.849998,2.40103,-1
2.955,11075009,2.9499,0.036,57.080002,2.36767,-1
2.936,6338222,2.9612,-0.06,56.349998,2.35507,1
2.967,11743896,2.9718,-0.038,57.48,2.40622,-1
2.922,14331039,2.9721,-0.05,57.09,2.42846,-1
2.83,16529158,2.9555,-0.163,56.990002,2.4166,-1
2.793,19698696,2.9343,-0.198,55.779999,2.41437,1
2.86,16380349,2.9231,-0.124,56.139999,2.46626,-1
2.838,8847859,2.9076,-0.117,55.900002,2.47293,-1
2.793,8921517,2.8878,-0.143,55.560001,2.44625,1
2.812,15477472,2.8706,-0.155,55.75,2.36545,1
2.816,12060127,2.8567,-0.106,56.119999,2.4759,-1
2.812,9287686,2.8443,-0.018,55.290001,2.44773,1
2.836,12762896,2.8312,0.043,56.73,2.48702,-1
2.818,11673767,2.8208,-0.042,56.220001,2.47145,1
2.84,11775013,2.8218,0.002,55.59,2.50777,1
2.851,8354388,2.8276,0.058,55.700001,2.55299,-1
2.827,8569963,2.8243,0.015,55.740002,2.57597,1
2.937,20952395,2.8342,0.121,55.470001,2.53668,-1
2.913,15900789,2.8462,0.101,55.700001,2.51889,1
3.013,31544993,2.8663,0.177,56.34,2.50629,-1
3.013,14986700,2.886,0.195,52.349998,2.51,-1
2.971,10519302,2.9019,0.131,49.535,2.49072,-1
2.915,11800410,2.9098,0.064,48.665001,2.44328,-1
2.865,15070204,2.9145,0.038,48.325001,2.34395,-1
2.855,10249661,2.916,-0.082,48.084999,2.29651,-1
2.825,10882087,2.9134,-0.088,48.040001,2.2676,1
2.848,8025631,2.9155,-0.165,48.105,2.36322,-1
2.846,8923217,2.9064,-0.167,48.415001,2.39584,1
2.868,20129775,2.9019,-0.103,48.255001,2.38101,-1
2.72,31133024,2.8726,-0.195,47.41,2.40918,-1
2.687,21656912,2.84,-0.178,47.084999,2.40029,-1
2.617,23510201,2.8046,-0.238,47.005001,2.4166,-1
2.617,20095472,2.7748,-0.208,46.990002,2.38694,-1
2.605,17980958,2.7488,-0.243,46.98,2.36471,1
2.611,18012742,2.7244,-0.235,47.264999,2.32764,-1
2.566,20059164,2.6985,-0.302,48.689999,2.34914,1
2.601,17233979,2.6738,-0.119,48.384998,2.33357,1
2.699,39171053,2.6591,0.012,48.389999,2.34988,-1
2.675,24675352,2.6398,0.058,48.119999,2.37212,1
2.685,16863986,2.6363,0.068,48.525002,2.38324,-1
2.683,7551918,2.6359,0.078,48.314999,2.38991,-1
2.679,10300820,2.6421,0.068,49.27,2.36322,1
2.71,17186603,2.6514,0.144,48.950001,2.3736,1
2.719,22497623,2.6628,0.118,48.119999,2.40918,-1
2.633,16804258,2.665,-0.066,47.66,2.36767,-1
2.619,14868145,2.6703,-0.056,47.075001,2.29502,-1
2.582,21221605,2.6684,-0.103,47.994999,2.31282,1
2.637,14869291,2.6622,-0.046,48.945,2.37731,1
2.651,15554360,2.6598,-0.028,49.474998,2.41067,1
2.683,19704322,2.6596,-0.027,49.235001,2.50333,1
2.689,15201260,2.6602,-0.03,52.310001,2.63676,-1
2.668,13391857,2.6591,0.035,53.299999,2.65974,1
2.743,21492682,2.6624,0.124,53.470001,2.71015,1
2.754,12695201,2.6659,0.172,54.540001,2.70051,-1
2.736,16511867,2.6762,0.099,54.549999,2.74869,1
2.756,17565953,2.6899,0.105,54.900002,2.80058,1
2.797,13320355,2.7114,0.114,55.200001,2.76871,1
2.812,13398979,2.7289,0.123,54.990002,2.7902,-1
2.805,6957954,2.7443,0.137,55.369999,2.79095,-1
2.79,6055503,2.755,0.047,54.57,2.77983,1
2.796,6145826,2.7657,0.042,55.040001,2.77241,1
2.803,3631988,2.7792,0.067,55.419998,2.7865,-1
2.776,6476793,2.7825,0.02,54.849998,2.80058,1
2.825,7076871,2.7896,0.028,54.98,2.78427,-1
2.814,4736313,2.7974,0.002,54.919998,2.79169,1
2.874,9517743,2.8092,0.069,55.34,2.81467,-1
2.862,12824024,2.8157,0.072,55.290001,2.84877,-1
2.834,14926462,2.8179,0.038,55.610001,2.79317,1
2.84,10486260,2.8214,0.037,55.380001,2.80651,1
2.857,8339759,2.8281,0.081,55.509998,2.80206,-1
2.845,9275318,2.833,0.02,55.240002,2.78872,1
2.861,20512093,2.8388,0.047,55.439999,2.81541,-1
2.808,21578424,2.842,-0.066,55.84,2.78798,1
2.813,14773286,2.8408,-0.049,55.310001,2.78724,1
2.827,9834437,2.8421,-0.007,55.32,2.80355,-1
2.815,8079284,2.8362,-0.025,54.880001,2.76352,-1
2.815,8147379,2.8315,-0.042,55.040001,2.78946,-1
2.795,9070988,2.8276,-0.05,54.950001,2.74869,-1
2.778,8878060,2.8214,-0.083,53.139999,2.80577,1
2.822,12249306,2.8179,0.014,53,2.89102,-1
2.768,12056749,2.8102,-0.045,52.200001,2.84358,-1
2.712,18528034,2.7953,-0.115,52.209999,2.91252,-1
2.683,17290782,2.7828,-0.132,53.389999,2.91178,1
2.717,12767257,2.7732,-0.098,54.240002,3.0163,-1
2.707,11479725,2.7612,-0.088,54.330002,3.00888,-1
2.664,12237512,2.7461,-0.114,53.959999,3.00073,-1
2.664,15580319,2.731,-0.158,53.759998,3.00666,-1
2.556,31731362,2.7071,-0.212,54.139999,3.04298,1
2.608,34587539,2.6901,-0.104,54.25,3.06003,1
2.635,22245784,2.6714,-0.048,53.779999,3.07412,-1
2.59,16232596,2.6536,-0.127,52.950001,3.04965,-1
2.584,14393440,2.6408,-0.123,53.27,2.99776,1
2.61,12961589,2.6335,-0.054,52.889999,2.98442,1
2.64,18659376,2.6258,-0.024,54.169998,3.04669,-1
2.617,12664205,2.6168,0.061,54.459999,3.02149,-1
2.604,13465723,2.6108,-0.004,54.860001,3.06893,-1
2.584,11680967,2.6028,-0.051,54.689999,3.08672,1
2.589,12411589,2.6061,-0.001,54.43,3.06893,1
2.626,14651305,2.6079,0.042,54.93,3.0541,-1
2.601,13544705,2.6045,-0.009,55.130001,3.01704,1
2.634,11272167,2.6089,-0.006,55.279999,3.04965,-1
2.619,8974388,2.6124,0.002,56.900002,3.04669,1
2.654,16126799,2.6168,0.05,56.610001,3.01778,1
2.655,15896154,2.6183,0.071,56.279999,3.03335,1
2.694,23308419,2.626,0.105,56.23,2.95625,-1
2.683,12266098,2.6339,0.057,56.240002,2.96441,-1
2.665,13584666,2.642,0.064,56.810001,2.95106,1
2.668,10598296,2.6499,0.034,56.450001,3.06374,1
2.69,13043680,2.6563,0.071,57.290001,3.07634,1
2.751,26344659,2.6713,0.097,61.73,3.04002,-1
2.746,11245973,2.6825,0.091,60.779999,2.99999,-1
2.741,9372924,2.6947,0.047,61.330002,2.98739,-1
2.72,11099715,2.7013,0.037,60.799999,3.03186,1
2.783,14794929,2.7141,0.118,61.43,3.03928,1
2.791,14096486,2.7238,0.123,61.709999,3.17197,-1
2.771,9503599,2.7326,0.081,62.040001,3.1223,1
2.778,12618259,2.7439,0.027,61.950001,3.09858,-1
2.765,14413571,2.7536,0.019,61.139999,3.14973,1
2.818,17141063,2.7664,0.077,61.57,3.12156,1
2.833,18390287,2.7746,0.113,63.389999,3.08672,-1
2.806,9118809,2.7806,0.023,63.240002,3.06819,-1
2.786,12925606,2.7851,-0.005,63.200001,3.0541,1
2.798,13354640,2.7929,0.027,52.400002,3.03038,1
2.829,17219374,2.7975,0.051,50.400002,3.06819,-1
2.813,9769449,2.7997,0.048,49.990002,3.1564,-1
2.792,10398982,2.8018,-0.026,49.220001,3.14528,-1
2.79,8976809,2.803,-0.043,50.139999,3.15788,1
2.811,14940321,2.8076,0.005,50.75,3.16752,-1
2.797,11601620,2.8055,0.011,51.41,3.17716,1
2.823,14659852,2.8045,0.025,52.380001,3.1438,1
2.827,12628213,2.8066,-0.002,51.939999,3.10525,-1
2.799,10315154,2.8079,-0.014,52,3.1097,1
2.806,9317370,2.8087,0.014,51.700001,3.0756,1
2.809,10912897,2.8067,0.019,52.009998,3.02297,-1
2.78,11621952,2.8034,-0.031,52.07,3.11785,1
2.792,12326777,2.8034,-0.005,54.540001,3.13861,-1
2.785,13466401,2.8029,-0.038,55.25,3.15714,1
2.79,11121371,2.8008,-0.037,56.48,3.15343,-1
2.785,10362370,2.7996,-0.014,56.5,3.10006,-1
2.72,17062551,2.7893,-0.086,54.77,3.0163,1
2.755,16143311,2.7821,-0.054,55.549999,3.02519,-1
2.746,13046307,2.7768,-0.034,55.860001,3.04002,-1
2.72,13774098,2.7682,-0.072,55.209999,3.06077,1
2.791,26291390,2.7664,0.006,55.32,3.18753,1
2.8,19242996,2.7684,0.01,54.950001,3.32097,-1
2.784,30895637,2.7676,-0.001,54.889999,3.32541,-1
2.722,24953780,2.7613,0.002,55.400002,3.37286,-1
2.655,35410885,2.7478,-0.1,51.419998,3.38101,1
2.735,25780139,2.7428,-0.011,52.450001,3.39509,1
2.746,13993400,2.7454,0.026,52.150002,3.39213,1
2.775,18513131,2.7474,-0.016,54,3.38175,1
2.83,19179415,2.7558,0.03,54.790001,3.42178,1
2.865,22462233,2.7703,0.081,56.009998,3.41882,1
2.879,14979805,2.7791,0.157,55.5,3.42549,-1
2.873,19677912,2.7864,0.218,53.259998,3.38991,-1
2.848,18803477,2.7928,0.113,52.52,3.33505,1
2.987,42186356,2.8193,0.241,53,3.38768,-1
2.917,22426907,2.8455,0.142,52.889999,3.38175,1
2.955,20810881,2.8675,0.125,53.799999,3.33283,-1
2.933,17317307,2.8862,0.068,52.810001,3.24313,-1
2.9,23418862,2.8987,0.021,53.259998,3.19495,1
2.936,13711783,2.9093,0.063,54.650002,3.1653,1
3,20000351,2.9228,0.152,54.900002,3.17271,-1
2.991,16034692,2.934,0.004,53.959999,3.26685,-1
2.979,13552334,2.9446,0.062,53.459999,3.24684,-1
2.972,8128677,2.957,0.017,52.91,3.29131,1
3.04,17525683,2.9623,0.107,52.639999,3.35062,1
3.05,9479860,2.9756,0.15,53.099998,3.30836,-1
3.006,13908412,2.9807,0.07,53.110001,3.28761,1
3.033,19573815,2.9907,0.033,52.82,3.28464,1
3.053,18491178,3.006,0.062,53.150002,3.36322,-1
3.052,13565914,3.0176,0.073,52.75,3.35432,-1
3.048,7039632,3.0224,0.076,52.389999,3.30836,-1
3.046,9062465,3.0279,0.006,52.049999,3.28909,-1
3.027,10972613,3.0327,-0.023,51.360001,3.32541,-1
3.02,11122091,3.0375,0.014,51.93,3.40399,1
3.022,11674621,3.0357,-0.011,52.189999,3.44847,-1
3.002,11280245,3.0309,-0.051,51.529999,3.37434,1
3.008,11544347,3.0311,-0.044,52.049999,3.37582,1
3.03,18669509,3.0308,-0.018,54.650002,3.36248,-1
2.954,22621253,3.0209,-0.092,54.599998,3.33579,1
2.981,20091853,3.0138,-0.046,55.25,3.37286,-1
2.97,10769088,3.006,-0.05,55.360001,3.40399,-1
2.966,10908443,2.998,-0.056,54.650002,3.35062,1
2.991,12331901,2.9944,-0.011,54.77,3.33876,1
3.029,19486965,2.9953,0.021,55.25,3.32764,-1
2.926,30406542,2.9857,-0.104,55.150002,3.27945,-1
2.903,18235078,2.9758,-0.051,54.290001,3.28464,-1
2.848,27054674,2.9598,-0.133,53.650002,3.19346,-1
2.834,18905852,2.9402,-0.136,53.610001,3.14825,-1
2.806,18471672,2.9254,-0.16,52.549999,3.03928,-1
2.801,16730277,2.9074,-0.19,52.549999,2.9948,1
2.829,11083392,2.8933,-0.2,54.310001,3.03112,-1
2.811,9876431,2.8778,-0.115,56.02,2.99554,-1
2.8,10141725,2.8587,-0.103,55.290001,2.98961,1
2.838,17718110,2.8396,-0.01,54.610001,2.98739,1
2.857,11526173,2.8327,0.023,54.790001,2.96737,1
2.871,9644945,2.8295,0.065,54.790001,2.96367,-1
2.846,11114667,2.8293,0.045,55.02,2.96218,1
2.861,13725751,2.832,0.032,55.43,2.99406,1
2.89,16576833,2.8404,0.079,55.34,2.97182,1
2.893,9480088,2.8496,0.093,55.59,3.03186,1
2.923,11458332,2.859,0.085,55.290001,3.08301,-1
2.918,11376157,2.8697,0.061,54.689999,3.08375,1
2.951,10933360,2.8848,0.08,55.029999,3.12378,1
2.967,13753513,2.8977,0.121,55.040001,3.13787,1
2.99,19947961,2.911,0.129,55,3.09932,-1
2.975,14320554,2.9214,0.085,44.150002,3.12601,-1
2.954,17204535,2.9322,0.061,43.365002,3.11341,1
3.072,32246749,2.9533,0.149,44.709999,3.10377,1
3.14,26669982,2.9783,0.222,44.720001,3.13639,-1
3.069,18209250,2.9959,0.118,43.43,3.04743,-1
3.064,15785243,3.01,0.097,43.060001,3.09191,1
3.082,13004732,3.0264,0.092,43.064999,3.14973,1
3.087,12598927,3.04,0.112,43.360001,3.09561,1
3.09,11288277,3.0523,0.136,43.174999,3.13045,1
3.1,10057934,3.0633,0.028,43.645,3.1312,1
3.119,10006937,3.0777,-0.021,43.665001,3.13268,1
3.135,8994706,3.0958,0.066,44.32,3.07189,-1
3.108,9823811,3.0994,0.044,44.43,2.91326,-1
3.101,8682000,3.0955,0.019,43.634998,2.93994,-1
3.048,9754731,3.0934,-0.039,43.200001,2.88287,1
3.082,5643637,3.0952,-0.008,43.305,2.88361,1
3.086,6027033,3.0956,-0.014,44.435001,2.81689,-1
3.071,6828828,3.094,-0.048,44.790001,2.81689,1
3.074,7299489,3.0924,-0.061,44.48,2.79169,-1
3.035,9650232,3.0859,-0.073,43.740002,2.77464,-1
2.996,11881146,3.0736,-0.105,44.09,2.80651,1
3.009,8250982,3.061,-0.039,44.634998,2.81911,-1
2.99,8046282,3.0492,-0.092,45.529999,2.77464,-1
2.968,10115967,3.0359,-0.118,46.855,2.77464,-1
2.968,6655213,3.0279,-0.103,46.5,2.76648,-1
2.956,7206352,3.0153,-0.118,46.25,2.80206,-1
2.945,9922518,3.0012,-0.09,44.849998,2.79613,1
2.957,8930799,2.9898,-0.039,44.805,2.83542,1
2.971,10697428,2.9795,-0.038,45.395,2.87175,-1
2.955,7361435,2.9715,-0.035,42.91,2.86656,1
2.972,9167116,2.9691,0.004,38.599998,2.81689,-1
2.946,9317513,2.9628,-0.022,38.740002,2.76648,-1
2.925,10248444,2.9563,-0.031,39.465,2.77983,-1
2.904,12468509,2.9499,-0.041,39.650002,2.77093,1
2.917,11623117,2.9448,-0.04,39.689999,2.68642,1
2.936,11171121,2.9428,-0.035,41.389999,2.71385,-1
2.932,12152813,2.9415,-0.023,41.375,2.77983,1
2.965,12227909,2.9423,-0.007,41.255001,2.76871,1
2.984,13202465,2.9436,0.038,40.875,2.74499,-1
2.935,20450373,2.9416,0.01,40.095001,2.74128,1
2.966,8500784,2.941,0.062,40.305,2.70051,1
2.99,8488944,2.9454,0.073,40.43,2.59895,1
3,9859255,2.9529,0.064,40.334999,2.6123,-1
2.933,13002225,2.9558,0.001,39.985001,2.58783,-1
2.855,21898053,2.9496,-0.11,39.465,2.60859,1
2.883,13374723,2.9443,-0.101,39.154999,2.55077,1
2.9,9811287,2.9411,-0.035,38.325001,2.54187,-1
2.874,15030835,2.932,-0.092,38.32,2.53446,-1
2.853,12309272,2.9189,-0.137,38.009998,2.52408,1
2.905,15307555,2.9159,-0.095,37.794998,2.51222,-1
2.904,8117601,2.9097,-0.029,37.599998,2.51519,-1
2.896,7133172,2.9003,0.041,37.040001,2.55077,-1
2.891,11190171,2.8894,0.008,36.5,2.55818,1
2.922,11760805,2.8883,0.022,35.654999,2.64417,1
2.938,11631657,2.8966,0.064,36.174999,2.6286,1
2.945,7391136,2.9028,0.092,36.205002,2.62341,1
2.957,8120578,2.9085,0.052,34.985001,2.58339,1
2.984,14557469,2.9195,0.08,34.02,2.54854,-1
2.955,10819587,2.9297,0.059,32.994999,2.50777,1
2.963,10511465,2.9355,0.072,32.105,2.5137,-1
2.944,7422065,2.9395,0.022,32,2.5441,1
2.952,9634350,2.9451,0.014,31.885,2.56485,-1
2.952,6527355,2.9512,0.007,31.155001,2.5693,1
2.98,12715242,2.957,0.023,31.9,2.55077,-1
2.961,9966602,2.9593,-0.023,32.615002,2.57968,1
3.015,17822961,2.9663,0.06,32.235001,2.55077,-1
2.987,10940589,2.9693,0.024,31.705,2.55151,-1
2.964,9104331,2.9673,0.02,31.469999,2.55447,1
2.986,17933821,2.9704,0.034,32.145,2.44254,-1
2.953,15473681,2.9694,0.001,34.810001,2.36248,-1
2.95,12254519,2.97,-0.03,33.875,2.3825,1
2.964,11852073,2.9712,0.003,33.98,2.40103,1
2.983,13683575,2.9743,-0.032,35.384998,2.39213,1
2.986,13086956,2.9749,-0.001,34.419998,2.39584,-1
2.97,9430178,2.9758,0.006,33.395,1.8547,-1
2.959,10841450,2.9702,-0.027,34.205002,1.79614,-1
2.958,10318961,2.9673,0.005,33.459999,1.76056,-1
2.953,11069835,2.9662,0.003,35.189999,1.74944,-1
2.95,14750588,2.9626,-0.014,34.154999,1.58042,-1
2.945,9668801,2.9618,-0.038,32.669998,1.52705,1
2.95,11778745,2.9618,-0.036,32.259998,1.51964,1
2.995,16118267,2.9649,0.025,32.014999,1.31949,1
3.007,16904069,2.9673,0.048,32.77,1.42475,-1
2.991,9616553,2.9678,0.033,33.400002,1.36486,-1
2.96,21989180,2.9668,0.007,32.244999,1.20088,1
2.999,11908845,2.9708,0.049,31.945,1.2633,-1
2.968,11285504,2.9718,0.023,32.945,1.22905,1
2.995,13429154,2.976,0.045,33.200001,1.12068,1
3.001,7803536,2.9811,0.006,33.389999,1.16382,-1
2.981,6920550,2.9847,-0.026,32.84,1.10867,1
3.002,10239009,2.9899,0.011,31.799999,1.09384,1
3.025,12161293,2.9929,0.065,32.650002,1.05811,1
3.052,13218607,2.9974,0.053,31.68,1.04225,1
3.082,24300638,3.0065,0.114,31.915001,0.98354,-1
3.053,13225705,3.0158,0.058,31.68,0.98784,-1
3.043,15269908,3.0202,0.042,31.51,1.0335,-1
3.038,12645468,3.0272,0.057,31.889999,1.10793,1
3.044,8635978,3.0321,0.042,32.525002,1.11045,-1
2.993,37984289,3.0313,-0.032,32.41,1.1149,-1
2.924,22989835,3.0256,-0.128,32.465,1.08628,1
2.926,20853556,3.018,-0.156,33.889999,1.20682,1
2.941,15407986,3.0096,-0.112,45.605,1.30896,-1
2.898,13035935,2.9942,-0.145,47,1.20444,-1
2.882,14115502,2.9742,-0.156,46.900002,1.20385,1
2.925,26014104,2.9614,-0.119,46.834999,1.20859,1
2.93,10761292,2.9501,-0.063,49.465,1.21245,1
2.94,10000031,2.9403,0.016,49.349998,1.22031,-1
2.906,9486653,2.9265,-0.02,49.494999,1.24536,1
2.921,10018832,2.9193,-0.02,49.5,1.26404,-1
2.909,5091098,2.9178,0.011,49.330002,1.26982,1
