KPN Close,KPN Trade Volume,10day MA,1 Week momentum,GTO Close,ATC Close,output
2.402,15417809,2.4746,-0.119,67.800003,1.57639,-1
2.384,13721638,2.47,-0.153,67.879997,1.58269,-1
2.347,15112215,2.4562,-0.143,67.18,1.62346,-1
2.293,12383257,2.4334,-0.122,66.550003,1.60845,1
2.334,16688455,2.4131,-0.151,66.690002,1.65478,-1
2.236,23936945,2.3877,-0.273,66,1.63866,-1
2.179,31555957,2.3641,-0.293,66.43,1.60697,1
2.23,21490537,2.3386,-0.172,59.139999,1.63829,1
2.268,16097756,2.3145,-0.116,59.169998,1.6079,1
2.319,17743160,2.2992,-0.028,60.849998,1.63254,-1
2.283,14632838,2.2873,-0.01,63.049999,1.66201,1
2.314,13848928,2.2803,-0.02,60.240002,1.67739,1
2.392,21599153,2.2848,0.156,60,1.66794,1
2.395,15907735,2.295,0.216,58.740002,1.70501,1
2.506,27021517,2.3122,0.276,57.560001,1.75134,1
2.548,26564413,2.3434,0.28,58.279999,1.76246,1
2.592,21208081,2.3847,0.273,60.689999,1.77673,1
2.617,26358983,2.4234,0.334,61.009998,1.84178,-1
2.603,16051601,2.4569,0.289,61.290001,1.81917,-1
2.55,14797833,2.48,0.158,60.5,1.87514,1
2.595,15079280,2.5112,0.2,62.360001,1.85883,-1
2.553,14626369,2.5351,0.047,62.16,1.88663,1
2.564,9707456,2.5523,0.016,61.259998,1.87328,-1
2.553,10549800,2.5681,-0.039,61.68,1.87254,1
2.6,21784842,2.5775,-0.017,62.360001,1.83288,-1
2.591,17865084,2.5818,-0.012,61.259998,1.81639,1
2.595,20290675,2.5821,0.045,61.709999,1.80879,-1
2.586,11709353,2.579,-0.009,64.849998,1.79508,1
2.632,10237017,2.5819,0.079,65.300003,1.77562,1
2.681,14462851,2.595,0.117,65.699997,1.71464,1
2.689,17948621,2.6044,0.136,65.379997,1.72725,-1
2.678,12850003,2.6169,0.078,66.139999,1.74041,1
2.688,19086369,2.6293,0.097,65.790001,1.8162,-1
2.586,22653842,2.6326,-0.009,65.870003,1.79081,1
2.623,20646420,2.6349,0.037,67.059998,1.87736,1
2.648,13707958,2.6406,0.016,68.650002,1.94593,1
2.706,12347782,2.6517,0.025,67.580002,1.97188,-1
2.67,16760210,2.6601,-0.019,68.32,2.00524,-1
2.641,11382893,2.661,-0.037,68.279999,2.16499,1
2.654,13511545,2.6583,-0.034,68.540001,2.18093,-1
2.65,9702578,2.6544,0.064,66.470001,2.20947,-1
2.624,14154339,2.649,0.001,65.529999,2.21354,1
2.656,13966891,2.6458,0.008,66.010002,2.27915,-1
2.625,10563477,2.6497,-0.081,64.949997,2.23356,-1
2.575,14838934,2.6449,-0.095,65.120003,2.23912,-1
2.564,15323211,2.6365,-0.077,63.860001,2.24246,-1
2.559,8724832,2.6218,-0.095,64.389999,2.22985,-1
2.489,14550675,2.6037,-0.161,62.889999,2.2154,-1
2.481,14746175,2.5877,-0.143,61.509998,2.14979,1
2.531,19461842,2.5754,-0.125,64.709999,2.12941,-1
2.508,11527922,2.5612,-0.117,63.529999,2.11866,1
2.612,20054926,2.56,0.037,66.419998,2.20539,1
2.63,25304117,2.5574,0.066,66.370003,2.18686,1
2.648,10330696,2.5597,0.089,66.940002,2.2988,1
2.657,6724776,2.5679,0.168,68.410004,2.31992,-1
2.642,1394192,2.5757,0.161,67.949997,2.31659,-1
2.638,4933167,2.5836,0.107,68.110001,2.34846,-1
2.613,5831279,2.596,0.105,68.089996,2.38516,1
2.628,1654595,2.6107,0.016,67.93,2.41889,-1
2.587,7426023,2.6163,-0.043,68.18,2.41222,-1
2.519,14117404,2.6174,-0.129,67.220001,2.34883,1
2.523,15392012,2.6085,-0.134,66.400002,2.26655,1
2.528,10042479,2.5983,-0.114,65.760002,2.27915,1
2.57,13077506,2.5905,-0.068,68.139999,2.26099,-1
2.54,12458585,2.5788,-0.073,67.040001,2.2836,-1
2.53,12524817,2.5676,-0.098,68.239998,2.29212,-1
2.524,15341519,2.5562,-0.063,66.32,2.36959,-1
2.475,15936010,2.5424,-0.044,65.059998,2.39924,1
2.485,16185919,2.5281,-0.038,66.089996,2.38886,1
2.579,39558331,2.5273,0.051,65.949997,2.42445,1
2.644,14674247,2.5398,0.074,65.080002,2.43705,1
2.671,12475294,2.5546,0.131,64.900002,2.45484,1
2.683,18378473,2.5701,0.153,64.870003,2.40925,1
2.709,19025664,2.584,0.185,63.110001,2.41629,1
2.765,28842151,2.6065,0.29,62.119999,2.58716,-1
2.71,15691699,2.6245,0.225,62.509998,2.65314,-1
2.703,10310318,2.6424,0.124,62.630001,2.66574,-1
2.687,11194131,2.6636,0.043,63.43,2.68168,1
2.75,16686031,2.6901,0.079,63.950001,2.71022,-1
2.747,24365672,2.7069,0.064,64.419998,2.74655,1
2.756,16227747,2.7181,0.047,63.139999,2.66723,1
2.795,24632255,2.7305,0.03,65.440002,2.80029,1
2.847,45786072,2.7469,0.137,66.160004,2.8911,-1
2.831,21190210,2.7591,0.128,65.559998,2.93706,1
2.849,20870277,2.7675,0.162,65.400002,2.94596,-1
2.844,14860055,2.7809,0.094,65.400002,2.8759,1
2.978,31600818,2.8084,0.231,65.459999,2.8848,1
3.024,25512796,2.8421,0.268,67.050003,2.953,-1
3.019,26607638,2.869,0.224,69.010002,2.93261,1
3.072,26772643,2.9015,0.225,70.730003,2.8911,1
3.078,10322476,2.9337,0.247,70.660004,2.97005,-1
3.069,18446607,2.9611,0.22,70.510002,2.97783,-1
3.02,31735986,2.9784,0.176,71.699997,3.06605,1
3.038,12434303,2.9991,0.06,72.620003,3.10608,-1
3.007,16648406,3.0149,-0.017,69.93,3.09385,-1
2.991,13675108,3.0296,-0.028,69.529999,3.11349,-1
2.99,12093313,3.0308,-0.082,69.410004,3.11757,1
3.038,12952518,3.0322,-0.04,71.349998,3.15056,1
3.039,9185892,3.0342,-0.03,72.470001,3.25249,1
3.052,14919255,3.0322,0.032,72.540001,3.30253,1
3.073,11597461,3.0317,0.035,72.489998,3.41224,-1
3.036,11018051,3.0284,0.029,72.449997,3.36739,1
3.09,23135408,3.0354,0.099,72.199997,3.46821,-1
3.077,11302064,3.0393,0.087,70.339996,3.52455,-1
3.067,17498358,3.0453,0.029,70.800003,3.59127,-1
3.056,14051606,3.0518,0.017,71.080002,3.42632,-1
3.01,13156613,3.0538,-0.042,69.779999,3.45116,1
3.084,11187251,3.0584,0.011,70.610001,3.70394,-1
3.078,8196341,3.0623,0.042,72.849998,3.75287,-1
3.068,7963325,3.0639,-0.022,73.940002,3.81773,-1
3.05,10330962,3.0616,-0.027,74.309998,3.87333,-1
3.028,15835804,3.0608,-0.039,75.199997,3.81773,-1
3.011,10519382,3.0529,-0.045,75.620003,3.85851,-1
3.003,10347870,3.0455,-0.007,76.370003,3.84553,1
3.046,16617215,3.0434,-0.038,76.519997,3.81959,1
3.057,6077601,3.0435,-0.021,75.940002,3.68986,1
3.119,13075457,3.0544,0.051,76.040001,3.63055,1
3.181,22117515,3.0641,0.131,74.120003,3.60238,1
3.227,20792168,3.079,0.199,73.900002,3.64946,1
3.265,27373730,3.0987,0.254,73.18,3.6628,1
3.282,15239905,3.1219,0.279,75.550003,3.7399,-1
3.159,25079905,3.135,0.113,74.169998,3.73804,1
3.241,21462466,3.158,0.184,75.75,3.7436,1
3.33,21082783,3.1907,0.211,75.620003,3.81773,1
3.345,15336610,3.2206,0.164,77,3.86407,-1
3.288,13600618,3.2437,0.061,76.510002,3.87519,1
3.329,10663450,3.2647,0.064,77.400002,3.95858,1
3.354,13172834,3.282,0.072,78.269997,4.02715,1
3.423,15051348,3.3016,0.264,78.620003,4.00306,-1
3.385,14800740,3.3136,0.144,79.419998,3.98082,-1
3.365,15303525,3.3219,0.035,80.059998,3.92152,-1
3.273,17351108,3.3333,-0.072,81.339996,3.84739,-1
3.169,19171120,3.3261,-0.119,80.400002,3.73063,1
3.268,19627003,3.3199,-0.061,80.690002,3.71951,1
3.3,10053435,3.3154,-0.054,81.580002,3.81218,-1
3.295,10006656,3.3161,-0.128,83.160004,3.72692,-1
3.265,13144323,3.3097,-0.12,82.559998,3.71395,1
3.433,25477813,3.3176,0.068,82.629997,3.7399,1
3.448,15505034,3.3201,0.175,83.82,3.80847,-1
3.361,19969982,3.3177,0.192,82.57,3.62462,-1
3.264,19265544,3.3076,-0.004,81.199997,3.42225,1
3.309,22857615,3.3112,0.009,83.099998,3.49823,1
3.404,16528763,3.3347,0.109,83.75,3.59052,-1
3.368,15412848,3.3447,0.103,83.190002,3.53381,-1
3.312,17452887,3.3459,-0.121,80.089996,3.50416,1
3.344,17569444,3.3508,-0.104,79.709999,3.4949,1
3.4,13740888,3.3643,0.039,81.040001,3.45894,1
3.412,6959456,3.3622,0.148,80.93,3.56643,-1
3.343,9916610,3.3517,0.034,80.220001,3.88631,-1
3.322,12347334,3.3478,-0.082,80.040001,4.15318,1
3.332,7127265,3.3546,-0.036,80.949997,4.15318,1
3.396,14289869,3.3633,0.084,80.989998,4.24028,1
3.408,8264598,3.3637,0.064,81.699997,4.21804,1
3.486,15028328,3.3755,0.086,82.050003,4.28476,-1
3.401,42812200,3.3844,-0.011,82.010002,4.78143,-1
3.399,16755206,3.3899,0.056,82.519997,4.7592,1
3.411,15873730,3.391,0.089,82.019997,4.85927,-1
3.356,5451626,3.3854,0.024,82.050003,4.86298,-1
3.327,11373050,3.3838,-0.069,81.279999,4.54422,1
3.38,14018190,3.3896,-0.028,82.089996,4.54051,-1
3.362,10918562,3.3926,-0.124,81.870003,4.52568,-1
3.304,12389056,3.3834,-0.097,79.639999,4.39225,-1
3.268,10474212,3.3694,-0.131,80.019997,4.52754,-1
3.253,11777875,3.3461,-0.158,80.419998,4.35518,-1
3.251,19901841,3.3311,-0.105,80.760002,4.24399,1
3.368,35680419,3.328,0.041,80.290001,4.22916,-1
3.347,18408229,3.3216,-0.033,79.190002,4.16986,-1
3.307,11459466,3.3167,-0.055,79.330002,4.14576,-1
3.253,13151311,3.3093,-0.051,78.099998,4.14947,1
3.318,14933036,3.3031,0.05,79.290001,4.21063,-1
3.313,10809891,3.2982,0.06,80.230003,4.35889,-1
3.313,10241282,3.2991,0.062,80.220001,4.38113,-1
3.239,12023687,3.2962,-0.129,79.410004,4.37001,-1
3.185,20872822,3.2894,-0.162,79.690002,4.28847,-1
3.182,11528836,3.2825,-0.125,80.050003,4.21433,1
3.212,13013886,3.2669,-0.041,81.669998,4.24955,-1
3.203,12227268,3.2525,-0.115,82.190002,4.26623,1
3.368,19875686,3.2586,0.055,84.029999,4.80553,1
3.417,17241126,3.275,0.104,83.800003,4.8185,-1
3.378,11037003,3.281,0.139,83.68,4.58684,1
3.437,22621071,3.2934,0.252,83.970001,4.86113,1
3.486,17260475,3.3107,0.304,84.870003,4.91672,-1
3.437,25839291,3.3305,0.225,82.010002,4.65727,-1
3.43,23262700,3.355,0.227,79.879997,4.57943,-1
3.4,19564688,3.3768,0.032,82.059998,4.68136,-1
3.357,13964091,3.3913,-0.06,80.089996,4.62761,1
3.373,11758339,3.4083,-0.005,78.68,4.5924,-1
3.28,14746025,3.3995,-0.157,78.470001,4.61093,-1
3.195,12569964,3.3773,-0.291,77.860001,4.3348,1
3.232,12739052,3.3627,-0.205,78.269997,4.18098,1
3.301,8109383,3.3491,-0.129,79.260002,4.25325,1
3.415,15213416,3.342,0.015,80.730003,4.3385,1
3.475,13107409,3.3458,0.118,82.239998,4.42561,1
3.524,14534334,3.3552,0.151,82.120003,4.48306,1
3.558,15517607,3.371,0.278,83.129997,4.53124,-1
3.548,17091360,3.3901,0.353,78.949997,4.67951,1
3.593,17642513,3.4121,0.361,79.809998,4.77958,-1
3.555,14757414,3.4396,0.254,79.349998,4.72028,-1
3.543,10987369,3.4744,0.128,78.900002,4.67024,-1
3.541,9507143,3.5053,0.066,78.589996,4.6758,1
3.568,11000923,3.532,0.044,79.300003,4.60352,-1
3.539,11550091,3.5444,-0.019,79.010002,4.36816,-1
3.456,11507330,3.5425,-0.092,77.580002,4.24213,1
3.471,9110586,3.5372,-0.122,78.419998,4.24769,1
3.598,24902979,3.5412,0.043,77.650002,4.4219,1
3.615,19624692,3.5479,0.072,79.010002,4.24399,-1
3.6,17540487,3.5486,0.059,78.190002,4.26252,1
3.63,17581143,3.5561,0.062,78.260002,4.29032,-1
3.616,14354645,3.5634,0.077,78.529999,4.35333,1
3.64,14851496,3.5733,0.184,78.5,4.48306,-1
3.624,9090129,3.5789,0.153,78.589996,4.34221,-1
3.582,8237813,3.5832,-0.016,78.129997,4.37557,1
3.62,8134851,3.5996,0.005,78.769997,4.20087,-1
3.606,7980860,3.6131,0.006,78.25,4.2876,-1
3.573,13754671,3.6106,-0.057,76.029999,3.98812,-1
3.551,10083419,3.6042,-0.065,77.160004,3.92437,-1
3.539,7393560,3.5981,-0.101,77.110001,3.92067,-1
3.513,9706318,3.5864,-0.111,76.360001,3.85469,1
3.57,7370661,3.5818,-0.012,76.610001,3.96811,-1
3.529,5997797,3.5707,-0.091,75.690002,4.0111,-1
3.406,11893318,3.5489,-0.2,74.290001,3.77686,-1
3.315,17416609,3.5222,-0.258,72.43,3.62415,-1
3.158,39975177,3.476,-0.393,71.129997,3.47219,1
3.306,21775672,3.446,-0.233,73.620003,3.77686,1
3.312,17124696,3.4199,-0.201,73.849998,3.52111,1
3.445,17505149,3.4093,-0.125,64.790001,3.76426,1
3.45,12254042,3.4004,-0.079,62.82,3.76796,1
3.472,10303795,3.3963,0.066,64.199997,3.76944,-1
3.382,14993893,3.3775,0.067,63.57,3.51222,1
3.423,11994047,3.3669,0.265,61.599998,3.49369,1
3.529,12023648,3.3792,0.223,62.279999,3.57967,-1
3.497,15423146,3.3974,0.185,60.580002,3.47219,1
3.504,8171705,3.432,0.059,59.389999,3.51815,1
3.522,8559039,3.4536,0.072,59.470001,3.49146,-1
3.508,16245645,3.4732,0.036,60.02,3.59376,-1
3.303,69482886,3.459,-0.079,59.939999,3.53816,-1
3.255,22785631,3.4395,-0.168,59.34,3.40992,1
3.257,15196731,3.418,-0.272,57.73,3.36544,-1
3.257,15101562,3.4055,-0.24,58.450001,3.55076,1
3.315,18511040,3.3947,-0.189,58.450001,3.60784,-1
3.311,14509629,3.3729,-0.211,59.450001,3.63231,-1
3.311,30706500,3.3543,-0.197,59.919998,3.56188,1
3.391,21733194,3.343,0.088,59.34,3.53594,-1
3.314,22848589,3.3222,0.059,59.799999,3.35803,1
3.34,15247279,3.3054,0.083,59.130001,3.17345,-1
3.299,16776133,3.305,0.042,57.650002,3.16455,1
3.43,19737283,3.3225,0.115,58.080002,3.2839,-1
3.338,13657344,3.3306,0.027,56.59,3.10525,-1
3.27,15982212,3.3319,-0.041,56.959999,2.80577,1
3.344,13284973,3.3348,-0.047,58.009998,2.77612,-1
3.2,20642831,3.3237,-0.114,56.959999,2.51741,1
3.212,17578951,3.3138,-0.128,57.02,2.52779,1
3.3,15255737,3.3047,0.001,58.759998,2.61897,1
3.339,14244777,3.3072,-0.091,59.720001,2.77241,-1
3.236,19395423,3.2968,-0.102,59.639999,2.93698,-1
3.197,24059131,3.2866,-0.073,60.349998,2.94069,-1
3.17,19722999,3.2606,-0.174,60.360001,3.00814,1
3.213,11966414,3.2481,0.013,60.220001,2.91326,-1
3.148,22836845,3.2359,-0.064,59.849998,2.93476,-1
3.056,20000767,3.2071,-0.244,60.529999,2.92808,-1
3.055,22976044,3.1926,-0.284,60.689999,2.95403,1
3.155,20277316,3.1869,-0.081,60.400002,2.92586,1
3.194,12775690,3.1763,-0.003,62.220001,2.92364,1
3.219,17588562,3.1643,0.049,61.380001,2.89843,-1
3.198,18034622,3.1605,-0.015,61.560001,2.67605,1
3.315,20687735,3.1723,0.167,62.060001,2.62267,1
3.393,21913841,3.1946,0.337,63.209999,2.6501,1
3.405,17016708,3.2138,0.35,63.07,2.66937,-1
3.309,29454084,3.2299,0.154,61.25,2.71015,-1
3.255,18504368,3.2498,0.061,61.259998,2.44625,1
3.278,19000118,3.2721,0.059,57,2.3951,1
3.34,18685856,3.2906,0.142,57.049999,2.33505,1
3.346,13799788,3.3058,0.031,58.869999,2.43365,-1
3.336,10235389,3.3175,-0.057,59.029999,2.52927,-1
3.308,10285471,3.3285,-0.097,59.889999,2.44625,-1
3.284,8601277,3.3254,-0.025,59.799999,2.36471,-1
3.247,12506742,3.3108,-0.008,60.529999,2.35581,-1
3.18,13078063,3.2883,-0.098,60.369999,2.37064,1
3.28,23872015,3.2854,-0.06,59.369999,2.36471,1
3.427,29762654,3.3026,0.081,60.279999,2.42994,-1
3.38,19404528,3.3128,0.044,60.139999,2.33654,1
3.437,18045757,3.3225,0.129,58.509998,2.26463,1
3.487,13860149,3.3366,0.203,57.720001,2.17938,1
3.566,15529281,3.3596,0.319,58.5,2.21793,-1
3.534,9270594,3.3822,0.354,58.509998,2.16159,1
3.568,8442019,3.4106,0.288,57.799999,2.08079,-1
3.561,10648985,3.442,0.134,57.41,1.99406,-1
3.509,8402749,3.4749,0.129,57.66,2.11637,-1
3.493,8803385,3.4962,0.056,56.849998,1.91845,1
3.52,10167517,3.5055,0.033,58.27,1.92957,1
3.575,9667571,3.525,0.009,58.599998,2.0756,1
3.599,8890570,3.5412,0.065,59.669998,2.1527,1
3.601,17178864,3.5526,0.033,59.720001,2.15566,-1
3.582,10891323,3.5542,0.021,60.060001,2.11563,-1
3.55,8730258,3.5558,0.041,59.799999,2.01852,-1
3.467,15334937,3.5457,-0.026,58.09,1.9014,-1
3.439,11867784,3.5335,-0.081,57.23,1.84062,1
3.459,8068197,3.5285,-0.116,57.23,1.7865,-1
3.396,10708789,3.5188,-0.203,55.889999,1.83469,1
3.416,19232445,3.5084,-0.185,55.889999,1.73684,-1
3.38,10158566,3.4889,-0.202,55.09,1.64417,-1
3.37,13436688,3.466,-0.18,54.34,1.57005,-1
3.317,13614903,3.4376,-0.15,52.849998,1.48257,1
3.43,10898206,3.4224,-0.009,53.150002,1.60489,1
3.441,7777834,3.4115,-0.018,53.040001,1.81615,1
3.479,9860220,3.4127,0.083,53.43,1.93402,-1
3.383,17740695,3.4071,-0.033,53.599998,1.8206,-1
3.31,7813594,3.3922,-0.07,53.450001,1.79391,-1
3.297,11440091,3.3823,-0.073,54.290001,1.79984,1
3.405,7174917,3.3812,0.088,55.810001,1.91993,1
3.428,1384335,3.386,-0.002,56.02,1.90659,1
3.455,5120336,3.3945,0.014,55.529999,1.87916,1
3.509,5560052,3.4137,0.03,55.830002,1.88287,-1
3.507,5475766,3.4214,0.124,55.950001,1.91104,-1
3.419,11882610,3.4192,0.109,53.75,1.914,1
3.439,11526413,3.4152,0.142,53.849998,2.09265,1
3.445,10927970,3.4214,0.04,52.27,2.13935,-1
3.409,10437849,3.4313,-0.019,51.400002,2.15789,-1
3.34,11456883,3.4356,-0.115,50.580002,2.1097,-1
3.333,9340476,3.4284,-0.176,50.709999,2.10007,1
3.447,14514575,3.4303,-0.06,55.150002,2.12453,-1
3.395,12678449,3.4243,-0.024,57.759998,2.06226,-1
3.303,21051866,3.4037,-0.136,56.639999,1.91993,-1
3.274,16066418,3.3804,-0.171,55.060001,1.91326,-1
3.218,11070427,3.3603,-0.191,54.439999,1.88361,1
3.251,10434040,3.3415,-0.089,56.419998,1.90807,-1
3.185,16731631,3.3155,-0.148,55.959999,1.77093,1
3.235,14716555,3.2981,-0.212,57.66,1.85248,1
3.378,12089187,3.3019,-0.017,59.130001,1.85322,1
3.39,10556912,3.3076,0.087,58.25,1.83098,1
3.46,18216744,3.3089,0.186,56.610001,1.85322,1
3.493,13418300,3.3187,0.275,55.869999,1.89621,-1
3.448,15985163,3.3332,0.197,54.830002,1.79836,1
3.559,15774936,3.3617,0.374,55.360001,1.96293,-1
3.513,14296472,3.3912,0.278,54.82,2.03483,-1
3.446,22554728,3.4107,0.068,55.110001,2.05336,-1
3.404,26335477,3.4326,0.014,54.830002,1.98887,1
3.453,23587352,3.4544,-0.007,55.049999,2.05114,-1
3.447,23052265,3.4613,-0.046,54.740002,1.92512,-1
3.335,25746474,3.4558,-0.113,52.630001,1.75389,-1
3.275,22941373,3.4373,-0.284,52.860001,1.66567,1
3.285,17200260,3.4165,-0.228,52.900002,1.69681,-1
3.261,20219333,3.3978,-0.185,50.5,1.67679,1
3.267,20616563,3.3686,-0.137,51.259998,1.68569,1
3.327,10209579,3.35,-0.126,52.830002,1.83617,1
3.342,14788046,3.3396,-0.105,53.419998,1.87027,1
3.391,14160008,3.3383,0.056,54.880001,1.97998,1
3.418,10683848,3.3348,0.143,56,1.9229,-1
3.393,9060259,3.3294,0.108,56.27,1.8332,1
3.464,8899559,3.3423,0.203,57.25,1.96441,-1
3.429,7387995,3.3577,0.162,57.75,1.95922,-1
3.321,11992077,3.3613,-0.006,56.290001,1.84136,1
3.385,17693818,3.3737,0.043,55.07,1.92735,-1
3.33,16232941,3.38,-0.061,57,1.96441,1
3.409,13579508,3.3882,-0.009,58.57,1.96441,1
3.528,14350930,3.4068,0.135,58.82,2.11267,-1
3.461,10360115,3.4138,-0.003,58.939999,2.11489,-1
3.413,8870742,3.4133,-0.016,59.09,2.08895,1
3.424,10484656,3.4164,0.103,64.480003,2.06078,1
3.446,16439945,3.4146,0.061,65,2.02075,-1
3.395,15324827,3.4112,0.065,64.839996,2.02445,1
3.423,11568744,3.4214,0.014,65.410004,2.07412,1
3.427,16243772,3.4256,-0.101,65.459999,2.15196,1
3.514,13616219,3.444,0.053,65.309998,2.36248,1
3.575,13501998,3.4606,0.162,64.010002,2.37953,1
3.586,13784856,3.4664,0.162,63.27,2.31726,1
3.638,16049152,3.4841,0.192,63.919998,2.41956,1
3.659,17323146,3.5087,0.264,63.580002,2.49962,-1
3.639,15025467,3.5302,0.216,63.990002,2.49591,1
3.651,7766374,3.5507,0.224,63,2.50555,1
3.664,11451312,3.5776,0.15,63.330002,2.47812,-1
3.655,11394904,3.6008,0.08,64.510002,2.39213,-1
3.573,9100410,3.6154,-0.013,63.18,2.34395,1
3.645,12397334,3.6285,0.007,63.959999,2.36619,1
3.687,9508352,3.6397,0.028,65.449997,2.36767,-1
3.683,10329632,3.6494,0.044,64.970001,2.32171,-1
3.638,10863413,3.6494,-0.013,63.650002,2.27501,1
3.66,10665333,3.6495,-0.004,63.459999,2.00741,-1
3.545,12694877,3.6401,-0.11,60.130001,2.0252,1
3.603,7919283,3.6353,0.03,61.32,2.01259,-1
3.566,7612591,3.6255,-0.079,60.490002,2.04595,-1
3.465,18536658,3.6065,-0.222,60.470001,2.07041,1
3.482,11783651,3.5974,-0.201,58.650002,2.10377,1
3.525,11184823,3.5854,-0.113,58.48,2.08079,-1
3.448,21902672,3.5615,-0.212,60.189999,2.08302,1
3.45,13107882,3.5382,-0.095,58.91,2.12156,1
3.485,15110206,3.5229,-0.118,57.669998,2.12008,1
3.54,12302820,3.5109,-0.026,57.759998,2.11563,1
3.563,10193442,3.5127,0.098,59,2.11341,-1
3.537,10495973,3.5061,0.055,58.150002,2.11267,-1
3.452,13885291,3.4947,-0.073,58.240002,2.06004,-1
3.433,8326907,3.4915,-0.015,58.009998,2.01778,-1
3.388,12805297,3.4821,-0.062,58.5,2.01482,-1
3.38,10679175,3.4676,-0.105,58.200001,2.03409,1
3.399,6973838,3.4627,-0.141,58.860001,2.01778,-1
3.35,10550656,3.4527,-0.213,59.880001,1.99406,1
3.435,20685644,3.4477,-0.102,56.799999,1.96441,-1
3.414,7630638,3.4351,-0.038,57.169998,1.96219,1
3.45,13050078,3.4238,0.017,55.91,1.94884,-1
3.393,11587141,3.4094,0.005,55.439999,1.91771,1
3.408,8313335,3.405,0.028,55.529999,1.9481,-1
3.36,12233857,3.3977,-0.039,55.509998,1.92735,1
3.409,7968380,3.3998,0.059,56.150002,1.91993,1
3.464,8835912,3.4082,0.029,57.23,1.96738,1
3.473,7359154,3.4156,0.059,57.240002,2.03632,-1
3.47,6584567,3.4276,0.02,53.049999,2.08153,1
3.5,9124509,3.4341,0.107,55.139999,2.07931,-1
3.483,6915875,3.441,0.075,54.299999,2.11341,-1
3.483,8975869,3.4443,0.123,54.240002,2.1312,1
3.485,7405362,3.4535,0.076,53.830002,2.1401,-1
3.458,8982251,3.4585,-0.006,53.34,2.09784,1
3.508,7532074,3.4733,0.035,54.119999,2.17938,-1
3.472,9947356,3.4796,0.002,54.07,2.21052,1
3.481,9157563,3.4813,-0.019,54.66,2.21422,1
3.496,8821683,3.4836,0.013,55.5,2.23127,1
3.571,9370116,3.4937,0.088,55.919998,2.28316,1
3.602,8732652,3.5039,0.117,55.900002,2.27946,-1
3.569,4854306,3.5125,0.111,55.509998,2.29651,-1
3.567,22490562,3.5209,0.059,54.93,2.29651,1
3.569,7997306,3.5293,0.097,54.919998,2.27575,-1
3.56,5513903,3.5395,0.079,56.27,2.31356,1
3.58,8400368,3.5467,0.084,55.299999,2.26611,-1
3.579,4541008,3.5574,0.008,55.580002,2.26834,-1
3.566,7801783,3.5659,-0.036,55.32,2.28539,-1
3.556,6730682,3.5719,-0.013,54.549999,2.26537,-1
3.466,8103721,3.5614,-0.101,54.41,2.26093,-1
3.372,12944000,3.5384,-0.197,52.93,2.19124,-1
3.331,10270198,3.5146,-0.229,52.299999,2.14084,-1
3.264,12967345,3.4843,-0.316,51.689999,2.06523,-1
3.258,12253427,3.4532,-0.321,51.93,2.06226,-1
3.257,9254801,3.4229,-0.309,52.509998,2.02075,-1
3.253,14671668,3.3902,-0.303,52.560001,1.96145,1
3.347,10731921,3.367,-0.119,53.099998,2.0756,-1
3.271,15482794,3.3375,-0.101,53.16,2.08672,1
3.29,10260434,3.3109,-0.041,52.869999,2.12601,1
3.376,17228671,3.3019,0.112,53.68,2.21571,-1
3.016,37816485,3.2663,-0.242,52.540001,2.06819,-1
2.961,24262694,3.2293,-0.296,49.779999,1.94884,1
3.056,13555569,3.2085,-0.197,51.459999,1.94217,1
3.198,16126158,3.2025,-0.149,54.43,2.0163,1
3.255,16917633,3.2023,-0.016,54.790001,1.99851,-1
3.211,12417357,3.1981,-0.079,55.869999,2.01556,-1
3.204,8533361,3.1838,-0.172,55.23,2.00815,-1
3.155,9613707,3.1722,0.139,54.150002,1.9696,-1
3.076,11673717,3.1508,0.115,53.02,1.89028,1
3.106,9938766,3.1238,0.05,53.759998,1.87546,1
3.112,7931455,3.1334,-0.086,54.560001,1.88954,1
3.169,8521695,3.1542,-0.086,55.619999,1.92735,1
3.201,7660782,3.1687,-0.01,56.110001,1.99629,-1
3.173,10801719,3.1662,-0.031,56.240002,1.98739,1
3.2,8282008,3.1607,0.045,57.189999,1.94588,-1
3.191,11268208,3.1587,0.115,56.610001,1.93328,-1
3.175,6792192,3.1558,0.069,57.150002,1.90288,-1
3.16,6246875,3.1563,0.048,56.560001,1.92512,-1
3.118,9268429,3.1605,-0.051,58.150002,1.92735,-1
3.06,18437779,3.1559,-0.141,58.009998,1.9266,1
3.15,11721986,3.1597,-0.023,58.700001,1.94143,-1
3.098,10885537,3.1526,-0.102,59.110001,2.00592,-1
3.076,8574895,3.1401,-0.115,58.84,1.96367,-1
2.942,26463981,3.117,-0.233,58.279999,1.97627,-1
2.898,21956227,3.0868,-0.262,58.369999,1.95922,1
2.943,15854198,3.062,-0.175,58.970001,1.96812,1
2.989,14477898,3.0434,-0.071,58,2.00147,-1
2.95,13817487,3.0224,-0.2,55.669998,1.93921,1
2.956,10399765,3.0062,-0.142,55.029999,1.91252,-1
2.938,16605668,2.994,-0.138,55.66,1.90511,1
2.971,11122844,2.9761,0.029,53.990002,1.94884,1
2.973,7332829,2.9636,0.075,54.299999,1.93476,1
3.022,9635342,2.9582,0.079,54.400002,2.22386,-1
3.02,6602470,2.966,0.031,54.32,2.22757,1
